Alpha	Beta	WER	CER	Texto
1,0	0,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,1	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,2	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,30000000000000004	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,4	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,5	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,6000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,7000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,8	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	0,9	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,0	1,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,1	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,2	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,30000000000000004	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,4	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,5	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,6000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,7000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,8	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	0,9	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,1	1,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,1	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,2	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,30000000000000004	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,4	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,5	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,6000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,7000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,8	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	0,9	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,2000000000000002	1,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,1	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,2	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,30000000000000004	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,4	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,5	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,6000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,7000000000000001	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,8	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	0,9	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,3000000000000003	1,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,4000000000000004	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,1	0,14285714285714285	0,11363636363636363	arcadia prepara un temporizador de cinco minutos
1,4000000000000004	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,4000000000000004	0,8	0,14285714285714285	0,11363636363636363	arcadia prepara un temporizador de cinco minutos
1,4000000000000004	0,9	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,4000000000000004	1,0	0,2857142857142857	0,13636363636363635	arcadia preparo un temporizador de cinco minutos
1,5000000000000004	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,1	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,8	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	0,9	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,5000000000000004	1,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,1	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,8	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	0,9	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,6000000000000005	1,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,1	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,8	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	0,9	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,7000000000000006	1,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,1	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,8	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	0,9	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,8000000000000007	1,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,1	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,8	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	0,9	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
1,9000000000000008	1,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,1	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,2	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,30000000000000004	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,4	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,5	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,6000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,7000000000000001	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,8	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	0,9	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
2,000000000000001	1,0	0,42857142857142855	0,1590909090909091	arcadia preparan temporizador de cinco minutos
____________________________________________________
Mejor combinación: Alpha: 1,4000000000000004 / Beta : 0,8 / CER : 0,11363636363636363
____________________________________________________
