Alpha	Beta	WER	CER	Texto
1,0	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,0	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,0	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,1	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,1	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,2000000000000002	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,3000000000000003	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,4000000000000004	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,5000000000000004	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,6000000000000005	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,7000000000000006	1,0	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,0	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,1	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,2	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,30000000000000004	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,4	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,5	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,6000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,7000000000000001	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,8	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	0,9	0,25	0,09090909090909091	nomina enciende la luz
1,8000000000000007	1,0	0,25	0,09090909090909091	nomina enciende la luz
